film,userid,score
《分手再说我爱你》 , 1216  ,  8.2
《破风》 , 1218  ,  9.0
《将错就错》 , 1075  ,  9.1
《少年班》 , 1305  ,  8.2
《恶棍天使》 , 1400  ,  6.3
《分手再说我爱你》 , 1367  ,  8.6
《爱情魔发师》 , 1122  ,  6.8
《最美的时候遇见你》 , 1456  ,  9.1
《简单爱》 , 1324  ,  3.7
《探灵档案》 , 1079  ,  6.2
《少年班》 , 1113  ,  8.7
《失孤》 , 1202  ,  7.8
《一路惊喜》 , 1402  ,  3.3
《冲上云霄》 , 1402  ,  6.0
《紫霞》 , 1010  ,  5.2
《最美的时候遇见你》 , 1130  ,  5.0
《一念天堂》 , 1200  ,  8.7
《失孤》 , 1154  ,  8.2
《失孤》 , 1455  ,  7.6
《怦然星动》 , 1194  ,  3.1
《浪漫天降》 , 1395  ,  3.9
《冲上云霄》 , 1176  ,  9.7
《冲上云霄》 , 1080  ,  6.0
《万物生长》 , 1386  ,  7.9
《恶棍天使》 , 1450  ,  6.8
《天将雄师》 , 1172  ,  4.6
《怦然星动》 , 1218  ,  9.0
《冲上云霄》 , 1482  ,  9.2
《浪漫天降》 , 1317  ,  5.6
《简单爱》 , 1141  ,  6.8
《失孤》 , 1195  ,  9.2
《冲上云霄》 , 1378  ,  6.8
《最美的时候遇见你》 , 1124  ,  6.0
《浪漫天降》 , 1084  ,  9.1
《少年班》 , 1123  ,  5.6
《简单爱》 , 1347  ,  3.7
《一念天堂》 , 1161  ,  3.1
《万物生长》 , 1117  ,  3.1
《最美的时候遇见你》 , 1007  ,  8.2
《闯入者》 , 1012  ,  6.1
《浪漫天降》 , 1169  ,  4.4
《坏蛋必须死》 , 1178  ,  5.3
《怦然星动》 , 1202  ,  5.2
《前任2：备胎反击战》 , 1235  ,  8.4
《少年班》 , 1037  ,  6.9
《浪漫天降》 , 1403  ,  5.7
《爱情魔发师》 , 1469  ,  5.3
《探灵档案》 , 1236  ,  5.4
《分手再说我爱你》 , 1380  ,  8.2
《少年班》 , 1004  ,  3.7
《分手再说我爱你》 , 1158  ,  6.8
《恶棍天使》 , 1340  ,  3.5
《失孤》 , 1048  ,  3.8
《冲上云霄》 , 1075  ,  3.1
《天将雄师》 , 1339  ,  4.3
《怦然星动》 , 1428  ,  9.3
《怦然星动》 , 1128  ,  7.2
《怦然星动》 , 1293  ,  4.8
《将错就错》 , 1378  ,  5.0
《怦然星动》 , 1037  ,  9.4
《天将雄师》 , 1124  ,  8.8
《天将雄师》 , 1377  ,  9.5
《探灵档案》 , 1095  ,  8.5
《天将雄师》 , 1318  ,  6.9
《最美的时候遇见你》 , 1345  ,  6.4
《失孤》 , 1116  ,  5.7
《最美的时候遇见你》 , 1499  ,  4.5
《怦然星动》 , 1378  ,  6.8
《恶棍天使》 , 1482  ,  9.1
《既然青春留不住》 , 1360  ,  3.3
《探灵档案》 , 1161  ,  8.6
《万物生长》 , 1109  ,  7.6
《最美的时候遇见你》 , 1214  ,  8.3
《一念天堂》 , 1359  ,  3.7
《最美的时候遇见你》 , 1240  ,  8.6
《闯入者》 , 1172  ,  5.0
《简单爱》 , 1403  ,  3.2
《简单爱》 , 1378  ,  4.4
《破风》 , 1360  ,  4.8
《破风》 , 1264  ,  7.5
《坏蛋必须死》 , 1223  ,  3.9
《爱情魔发师》 , 1291  ,  5.6
《万物生长》 , 1116  ,  8.0
《恶棍天使》 , 1176  ,  4.3
《紫霞》 , 1172  ,  5.3
《爱情魔发师》 , 1104  ,  8.8
《怦然星动》 , 1321  ,  5.6
《闯入者》 , 1429  ,  9.5
《将错就错》 , 1129  ,  8.5
《闯入者》 , 1313  ,  7.6
《恶棍天使》 , 1240  ,  8.2
《少年班》 , 1311  ,  6.9
《前任2：备胎反击战》 , 1289  ,  7.1
《一念天堂》 , 1236  ,  7.8
《少年班》 , 1010  ,  7.2
《破风》 , 1280  ,  9.1
《少年班》 , 1363  ,  3.9
《爱情魔发师》 , 1042  ,  7.2
《少年班》 , 1317  ,  7.2
《分手再说我爱你》 , 1178  ,  8.8
《恶棍天使》 , 1015  ,  6.2
《坏蛋必须死》 , 1454  ,  3.1
《万物生长》 , 1374  ,  8.2
《闯入者》 , 1026  ,  4.5
《紫霞》 , 1128  ,  7.7
《既然青春留不住》 , 1178  ,  6.7
《浪漫天降》 , 1086  ,  7.0
《简单爱》 , 1191  ,  6.2
《浪漫天降》 , 1389  ,  9.0
《冲上云霄》 , 1190  ,  9.1
《闯入者》 , 1305  ,  8.8
《爱情魔发师》 , 1021  ,  6.0
《最美的时候遇见你》 , 1470  ,  3.7
《探灵档案》 , 1423  ,  6.2
《一路惊喜》 , 1102  ,  5.1
《坏蛋必须死》 , 1468  ,  8.3
《既然青春留不住》 , 1296  ,  8.3
《失孤》 , 1141  ,  3.7
《恶棍天使》 , 1122  ,  5.2
《最美的时候遇见你》 , 1428  ,  3.7
《坏蛋必须死》 , 1468  ,  5.2
《一念天堂》 , 1268  ,  5.3
《冲上云霄》 , 1007  ,  4.2
《紫霞》 , 1198  ,  3.1
《闯入者》 , 1202  ,  9.3
《一路惊喜》 , 1267  ,  4.5
《恶棍天使》 , 1026  ,  3.3
《万物生长》 , 1130  ,  6.0
《坏蛋必须死》 , 1482  ,  6.5
《探灵档案》 , 1363  ,  7.5
《失孤》 , 1124  ,  5.9
《一路惊喜》 , 1014  ,  5.1
《将错就错》 , 1324  ,  4.4
《爱情魔发师》 , 1274  ,  8.6
《一念天堂》 , 1447  ,  3.7
《坏蛋必须死》 , 1231  ,  9.8
《紫霞》 , 1209  ,  5.7
《将错就错》 , 1320  ,  9.1
《一路惊喜》 , 1406  ,  6.0
《坏蛋必须死》 , 1315  ,  9.0
《浪漫天降》 , 1322  ,  4.4
《爱情魔发师》 , 1456  ,  3.0
《少年班》 , 1218  ,  9.7
《一路惊喜》 , 1470  ,  6.0
《失孤》 , 1385  ,  8.3
《既然青春留不住》 , 1180  ,  3.1
《爱情魔发师》 , 1386  ,  9.7
《最美的时候遇见你》 , 1226  ,  6.6
《怦然星动》 , 1343  ,  4.8
《将错就错》 , 1226  ,  3.6
《闯入者》 , 1473  ,  6.6
《破风》 , 1159  ,  4.4
《失孤》 , 1283  ,  6.0
《最美的时候遇见你》 , 1031  ,  3.1
《一念天堂》 , 1198  ,  4.8
《紫霞》 , 1386  ,  7.8
《天将雄师》 , 1047  ,  4.9
《将错就错》 , 1200  ,  9.4
《恶棍天使》 , 1142  ,  8.8
《少年班》 , 1141  ,  5.9
《破风》 , 1444  ,  6.4
《坏蛋必须死》 , 1095  ,  4.4
《少年班》 , 1291  ,  7.0
《坏蛋必须死》 , 1276  ,  8.7
《冲上云霄》 , 1482  ,  7.6
《爱情魔发师》 , 1283  ,  3.7
《前任2：备胎反击战》 , 1218  ,  7.5
《坏蛋必须死》 , 1213  ,  3.2
《简单爱》 , 1068  ,  6.2
《怦然星动》 , 1315  ,  3.1
《既然青春留不住》 , 1259  ,  7.4
《浪漫天降》 , 1454  ,  3.6
《破风》 , 1205  ,  6.4
《天将雄师》 , 1233  ,  4.6
《分手再说我爱你》 , 1139  ,  5.9
《最美的时候遇见你》 , 1357  ,  4.9
《既然青春留不住》 , 1334  ,  5.0
《万物生长》 , 1274  ,  3.1
《破风》 , 1289  ,  7.2
《既然青春留不住》 , 1444  ,  9.3
《坏蛋必须死》 , 1205  ,  3.2
《将错就错》 , 1454  ,  6.8
《万物生长》 , 1487  ,  4.4
《将错就错》 , 1072  ,  6.0
《爱情魔发师》 , 1293  ,  8.1
《破风》 , 1293  ,  6.6
《分手再说我爱你》 , 1198  ,  4.5
《万物生长》 , 1391  ,  8.2
《万物生长》 , 1377  ,  8.8
《分手再说我爱你》 , 1425  ,  6.9
《天将雄师》 , 1389  ,  3.1
《将错就错》 , 1444  ,  3.0
《探灵档案》 , 1400  ,  5.8
《紫霞》 , 1246  ,  3.6
《浪漫天降》 , 1209  ,  5.7
《探灵档案》 , 1013  ,  3.6
《冲上云霄》 , 1110  ,  4.1
《一念天堂》 , 1363  ,  9.8
《简单爱》 , 1347  ,  4.4
《既然青春留不住》 , 1231  ,  9.1
《恶棍天使》 , 1158  ,  7.5
《简单爱》 , 1122  ,  7.0
《怦然星动》 , 1117  ,  4.1
《一路惊喜》 , 1031  ,  7.2
《闯入者》 , 1400  ,  9.5
《紫霞》 , 1231  ,  6.0
《怦然星动》 , 1453  ,  4.4
《简单爱》 , 1208  ,  3.9
《坏蛋必须死》 , 1169  ,  5.2
《一路惊喜》 , 1195  ,  8.7
《最美的时候遇见你》 , 1293  ,  7.4
《爱情魔发师》 , 1026  ,  3.4
《紫霞》 , 1072  ,  3.7
《天将雄师》 , 1119  ,  5.0
《闯入者》 , 1079  ,  4.1
《天将雄师》 , 1313  ,  3.6
《万物生长》 , 1201  ,  5.9
《探灵档案》 , 1150  ,  8.7
《坏蛋必须死》 , 1292  ,  4.4
《恶棍天使》 , 1200  ,  3.0
《冲上云霄》 , 1274  ,  4.9
《分手再说我爱你》 , 1428  ,  6.4
《失孤》 , 1344  ,  3.1
《紫霞》 , 1080  ,  9.7
《一念天堂》 , 1075  ,  9.2
《闯入者》 , 1411  ,  7.1
《紫霞》 , 1071  ,  5.2
《将错就错》 , 1093  ,  7.2
《一路惊喜》 , 1122  ,  6.4
《天将雄师》 , 1205  ,  7.2
《既然青春留不住》 , 1246  ,  8.8
《一路惊喜》 , 1321  ,  5.7
《紫霞》 , 1433  ,  7.2
《恶棍天使》 , 1280  ,  7.6
《破风》 , 1035  ,  7.2
《最美的时候遇见你》 , 1385  ,  4.5
《浪漫天降》 , 1263  ,  4.1
《将错就错》 , 1250  ,  6.2
《失孤》 , 1321  ,  7.3
《冲上云霄》 , 1191  ,  9.1
《破风》 , 1184  ,  9.0
《怦然星动》 , 1093  ,  5.4
《少年班》 , 1263  ,  6.2
《紫霞》 , 1091  ,  5.8
《爱情魔发师》 , 1172  ,  6.2
《浪漫天降》 , 1231  ,  8.2
《紫霞》 , 1360  ,  5.6
《探灵档案》 , 1098  ,  8.4
《既然青春留不住》 , 1013  ,  6.0
《浪漫天降》 , 1013  ,  4.7
《天将雄师》 , 1406  ,  3.7
《闯入者》 , 1037  ,  9.3
《冲上云霄》 , 1093  ,  6.4
《坏蛋必须死》 , 1074  ,  8.4
《闯入者》 , 1466  ,  5.7
《前任2：备胎反击战》 , 1010  ,  8.8
《最美的时候遇见你》 , 1130  ,  7.0
《少年班》 , 1194  ,  6.9
《前任2：备胎反击战》 , 1124  ,  5.2
《将错就错》 , 1395  ,  6.0
《失孤》 , 1037  ,  5.0
《简单爱》 , 1447  ,  8.2
《破风》 , 1381  ,  9.0
《恶棍天使》 , 1470  ,  9.1
《爱情魔发师》 , 1150  ,  6.8
《冲上云霄》 , 1491  ,  6.3
《冲上云霄》 , 1122  ,  8.7
《恶棍天使》 , 1004  ,  4.8
《紫霞》 , 1067  ,  4.9
《紫霞》 , 1407  ,  4.4
《闯入者》 , 1093  ,  3.7
《既然青春留不住》 , 1381  ,  3.1
《将错就错》 , 1075  ,  5.2
《前任2：备胎反击战》 , 1486  ,  8.2
《失孤》 , 1059  ,  4.8
《前任2：备胎反击战》 , 1225  ,  5.2
《恶棍天使》 , 1184  ,  5.3
《闯入者》 , 1110  ,  5.2
《少年班》 , 1347  ,  4.2
《浪漫天降》 , 1403  ,  4.4
《冲上云霄》 , 1037  ,  8.1
《冲上云霄》 , 1236  ,  9.2
《探灵档案》 , 1468  ,  8.2
《万物生长》 , 1191  ,  6.3
《最美的时候遇见你》 , 1252  ,  6.2
《前任2：备胎反击战》 , 1178  ,  8.1
《一念天堂》 , 1093  ,  5.3
《天将雄师》 , 1215  ,  6.8
《坏蛋必须死》 , 1391  ,  3.7
《失孤》 , 1395  ,  3.7
《爱情魔发师》 , 1050  ,  7.6
《怦然星动》 , 1067  ,  9.2
《天将雄师》 , 1264  ,  3.8
《浪漫天降》 , 1079  ,  7.2
《探灵档案》 , 1283  ,  9.3
《一念天堂》 , 1093  ,  4.4
《一念天堂》 , 1274  ,  3.7
《分手再说我爱你》 , 1360  ,  4.1
《分手再说我爱你》 , 1334  ,  9.3
《浪漫天降》 , 1263  ,  7.1
《冲上云霄》 , 1074  ,  7.9
《一念天堂》 , 1085  ,  8.9
《万物生长》 , 1205  ,  6.1
《万物生长》 , 1381  ,  3.9
《浪漫天降》 , 1031  ,  5.3
《既然青春留不住》 , 1218  ,  7.4
《分手再说我爱你》 , 1233  ,  3.4
《简单爱》 , 1385  ,  8.2
《将错就错》 , 1296  ,  9.1
《破风》 , 1152  ,  4.4
《紫霞》 , 1252  ,  4.5
《天将雄师》 , 1455  ,  7.2
《万物生长》 , 1080  ,  8.8
《失孤》 , 1070  ,  9.3
《简单爱》 , 1215  ,  7.3
《一路惊喜》 , 1305  ,  7.2
《坏蛋必须死》 , 1184  ,  6.6
《破风》 , 1070  ,  7.1
《将错就错》 , 1122  ,  3.2
《一路惊喜》 , 1169  ,  5.9
《破风》 , 1474  ,  6.3
《前任2：备胎反击战》 , 1423  ,  3.3
《探灵档案》 , 1159  ,  7.2
《最美的时候遇见你》 , 1215  ,  9.5
《怦然星动》 , 1172  ,  9.1
《爱情魔发师》 , 1114  ,  3.6
《紫霞》 , 1130  ,  3.1
《将错就错》 , 1280  ,  6.2
《失孤》 , 1340  ,  7.6
《将错就错》 , 1109  ,  8.3
《紫霞》 , 1006  ,  3.0
《既然青春留不住》 , 1118  ,  3.2
《简单爱》 , 1074  ,  9.1
《一路惊喜》 , 1280  ,  8.8
《万物生长》 , 1322  ,  5.3
《探灵档案》 , 1233  ,  5.3
《怦然星动》 , 1402  ,  3.9
《坏蛋必须死》 , 1065  ,  3.1
《破风》 , 1159  ,  6.7
《万物生长》 , 1252  ,  6.7
《闯入者》 , 1252  ,  8.3
《既然青春留不住》 , 1010  ,  6.2
《既然青春留不住》 , 1236  ,  7.8
《一念天堂》 , 1339  ,  3.1
《最美的时候遇见你》 , 1263  ,  6.4
《失孤》 , 1188  ,  8.3
《既然青春留不住》 , 1209  ,  6.7
《破风》 , 1110  ,  7.5
《一念天堂》 , 1159  ,  3.4
《最美的时候遇见你》 , 1048  ,  4.8
《前任2：备胎反击战》 , 1072  ,  6.5
《一路惊喜》 , 1391  ,  7.6
《冲上云霄》 , 1274  ,  8.6
《少年班》 , 1322  ,  5.2
《怦然星动》 , 1276  ,  6.4
《既然青春留不住》 , 1400  ,  7.2
《探灵档案》 , 1374  ,  6.3
《冲上云霄》 , 1455  ,  8.3
《一路惊喜》 , 1015  ,  3.7
《天将雄师》 , 1296  ,  5.2
《爱情魔发师》 , 1116  ,  6.1
《怦然星动》 , 1201  ,  8.2
《爱情魔发师》 , 1468  ,  3.8
《一路惊喜》 , 1086  ,  6.2
《天将雄师》 , 1324  ,  9.1
《冲上云霄》 , 1152  ,  5.7
《万物生长》 , 1386  ,  9.1
《简单爱》 , 1476  ,  8.3
《爱情魔发师》 , 1122  ,  4.7
《冲上云霄》 , 1499  ,  9.0
《冲上云霄》 , 1065  ,  8.4
《爱情魔发师》 , 1177  ,  4.4
《探灵档案》 , 1111  ,  9.0
《万物生长》 , 1291  ,  7.1
《探灵档案》 , 1276  ,  3.9
《简单爱》 , 1007  ,  8.3
《坏蛋必须死》 , 1180  ,  4.8
《天将雄师》 , 1264  ,  6.9
《简单爱》 , 1411  ,  6.6
《少年班》 , 1476  ,  7.9
《天将雄师》 , 1154  ,  4.2
《前任2：备胎反击战》 , 1456  ,  5.3
《探灵档案》 , 1469  ,  5.6
《怦然星动》 , 1296  ,  8.8
《简单爱》 , 1218  ,  4.3
《前任2：备胎反击战》 , 1385  ,  3.9
《天将雄师》 , 1114  ,  4.2
《破风》 , 1406  ,  4.2
《既然青春留不住》 , 1367  ,  3.3
《一路惊喜》 , 1388  ,  5.9
《紫霞》 , 1075  ,  8.4
《前任2：备胎反击战》 , 1491  ,  4.7
《一路惊喜》 , 1047  ,  7.9
《探灵档案》 , 1291  ,  9.4
《万物生长》 , 1142  ,  9.5
《恶棍天使》 , 1233  ,  5.7
《破风》 , 1213  ,  3.7
《恶棍天使》 , 1252  ,  9.3
《探灵档案》 , 1456  ,  7.2
《天将雄师》 , 1453  ,  9.8
《破风》 , 1128  ,  6.2
《天将雄师》 , 1070  ,  7.8
《万物生长》 , 1386  ,  8.2
《怦然星动》 , 1236  ,  4.8
《一路惊喜》 , 1488  ,  9.2
《探灵档案》 , 1158  ,  3.3
《简单爱》 , 1200  ,  7.0
《最美的时候遇见你》 , 1206  ,  7.3
《分手再说我爱你》 , 1488  ,  8.7
《既然青春留不住》 , 1205  ,  3.1
《一路惊喜》 , 1263  ,  4.2
《一路惊喜》 , 1098  ,  5.7
《万物生长》 , 1113  ,  5.3
《冲上云霄》 , 1191  ,  3.6
《前任2：备胎反击战》 , 1200  ,  3.4
《将错就错》 , 1391  ,  5.3
《怦然星动》 , 1086  ,  4.6
《破风》 , 1263  ,  6.1
《闯入者》 , 1276  ,  3.9
《失孤》 , 1123  ,  4.2
《破风》 , 1259  ,  4.4
《冲上云霄》 , 1013  ,  3.9
《简单爱》 , 1473  ,  8.8
《恶棍天使》 , 1022  ,  8.8
《最美的时候遇见你》 , 1474  ,  7.7
《失孤》 , 1302  ,  4.7
《破风》 , 1161  ,  8.1
《既然青春留不住》 , 1468  ,  4.3
《天将雄师》 , 1276  ,  7.9
《爱情魔发师》 , 1400  ,  9.1
《最美的时候遇见你》 , 1487  ,  4.5
《破风》 , 1079  ,  8.2
《将错就错》 , 1014  ,  3.7
《紫霞》 , 1124  ,  5.0
《坏蛋必须死》 , 1167  ,  9.9
《冲上云霄》 , 1450  ,  6.6
《万物生长》 , 1177  ,  3.8
《最美的时候遇见你》 , 1118  ,  9.0
《前任2：备胎反击战》 , 1213  ,  6.9
《前任2：备胎反击战》 , 1263  ,  5.2
《紫霞》 , 1169  ,  5.0
《怦然星动》 , 1406  ,  4.9
《将错就错》 , 1025  ,  5.7
《浪漫天降》 , 1313  ,  9.3
《万物生长》 , 1001  ,  6.2
《一念天堂》 , 1111  ,  3.9
《紫霞》 , 1476  ,  5.2
《一念天堂》 , 1320  ,  8.6
《怦然星动》 , 1302  ,  7.2
《紫霞》 , 1075  ,  3.1
《最美的时候遇见你》 , 1065  ,  4.4
《冲上云霄》 , 1176  ,  7.2
《探灵档案》 , 1117  ,  9.8
《坏蛋必须死》 , 1125  ,  9.3
《怦然星动》 , 1093  ,  3.7
《紫霞》 , 1176  ,  7.2
《天将雄师》 , 1214  ,  6.2
《一念天堂》 , 1235  ,  4.5
《简单爱》 , 1219  ,  7.8
《闯入者》 , 1014  ,  9.4
《分手再说我爱你》 , 1154  ,  5.7
《天将雄师》 , 1012  ,  4.8
《紫霞》 , 1305  ,  4.5
《怦然星动》 , 1267  ,  6.6
《一念天堂》 , 1195  ,  7.1
《破风》 , 1395  ,  8.2
《最美的时候遇见你》 , 1476  ,  7.1
《失孤》 , 1095  ,  6.8
《浪漫天降》 , 1119  ,  4.6
《天将雄师》 , 1091  ,  7.4
《简单爱》 , 1403  ,  5.7
《浪漫天降》 , 1425  ,  4.7
《天将雄师》 , 1014  ,  5.3
《冲上云霄》 , 1363  ,  8.7
《探灵档案》 , 1236  ,  7.5
《简单爱》 , 1320  ,  3.7
《少年班》 , 1174  ,  8.3
《一念天堂》 , 1492  ,  5.8
《失孤》 , 1028  ,  9.8
《将错就错》 , 1159  ,  4.8
《前任2：备胎反击战》 , 1334  ,  5.7
《破风》 , 1161  ,  8.8
《恶棍天使》 , 1429  ,  9.8
《前任2：备胎反击战》 , 1048  ,  3.8
《天将雄师》 , 1468  ,  6.7
《万物生长》 , 1466  ,  9.5
《浪漫天降》 , 1280  ,  3.1
《天将雄师》 , 1214  ,  9.5
《怦然星动》 , 1117  ,  6.0
《浪漫天降》 , 1340  ,  7.4
《恶棍天使》 , 1206  ,  8.8
《一路惊喜》 , 1103  ,  9.5
《简单爱》 , 1274  ,  7.7
《少年班》 , 1226  ,  5.7
《爱情魔发师》 , 1363  ,  5.9
《简单爱》 , 1428  ,  3.6
《既然青春留不住》 , 1363  ,  8.3
《破风》 , 1321  ,  5.3
《将错就错》 , 1208  ,  5.0
《紫霞》 , 1013  ,  7.8
《简单爱》 , 1418  ,  4.1
《万物生长》 , 1191  ,  7.8
《冲上云霄》 , 1004  ,  4.5
《天将雄师》 , 1194  ,  3.6
《一路惊喜》 , 1339  ,  8.1
《天将雄师》 , 1292  ,  8.4
《坏蛋必须死》 , 1026  ,  3.7
《探灵档案》 , 1302  ,  3.7
《一念天堂》 , 1021  ,  8.8
《失孤》 , 1274  ,  3.7
《一念天堂》 , 1400  ,  6.2
《最美的时候遇见你》 , 1093  ,  7.8
《简单爱》 , 1195  ,  5.4
《万物生长》 , 1250  ,  3.5
《失孤》 , 1259  ,  3.7
《失孤》 , 1022  ,  4.5
《天将雄师》 , 1095  ,  6.2
《探灵档案》 , 1403  ,  6.4
《万物生长》 , 1334  ,  8.3
《浪漫天降》 , 1213  ,  6.2
《失孤》 , 1296  ,  8.8
《既然青春留不住》 , 1345  ,  9.3
《最美的时候遇见你》 , 1388  ,  9.1
《最美的时候遇见你》 , 1045  ,  4.2
《既然青春留不住》 , 1321  ,  5.0
《紫霞》 , 1021  ,  5.3
《最美的时候遇见你》 , 1317  ,  6.5
《少年班》 , 1367  ,  3.9
《闯入者》 , 1208  ,  6.3
《怦然星动》 , 1080  ,  9.5
《一念天堂》 , 1067  ,  8.5
《简单爱》 , 1433  ,  4.9
《紫霞》 , 1080  ,  6.2
《浪漫天降》 , 1086  ,  8.7
《分手再说我爱你》 , 1059  ,  4.3
《一路惊喜》 , 1161  ,  6.5
《前任2：备胎反击战》 , 1391  ,  4.4
《万物生长》 , 1363  ,  7.3
《最美的时候遇见你》 , 1048  ,  4.9
《破风》 , 1270  ,  9.0
《怦然星动》 , 1470  ,  8.7
《分手再说我爱你》 , 1172  ,  8.6
《万物生长》 , 1462  ,  8.6
《分手再说我爱你》 , 1428  ,  7.2
《坏蛋必须死》 , 1433  ,  4.5
《天将雄师》 , 1381  ,  7.8
《闯入者》 , 1091  ,  7.2
《一路惊喜》 , 1317  ,  3.9
《一念天堂》 , 1093  ,  4.2
《怦然星动》 , 1150  ,  5.7
《恶棍天使》 , 1035  ,  5.2
《前任2：备胎反击战》 , 1407  ,  4.5
《失孤》 , 1276  ,  3.7
《既然青春留不住》 , 1117  ,  7.5
《冲上云霄》 , 1347  ,  8.3
《天将雄师》 , 1400  ,  5.7
《一路惊喜》 , 1235  ,  3.4
《一念天堂》 , 1315  ,  3.1
《恶棍天使》 , 1280  ,  6.2
《万物生长》 , 1347  ,  7.8
《失孤》 , 1119  ,  6.0
《闯入者》 , 1270  ,  9.1
《一念天堂》 , 1006  ,  9.1
《一路惊喜》 , 1340  ,  5.0
《将错就错》 , 1274  ,  3.1
《万物生长》 , 1141  ,  3.7
《既然青春留不住》 , 1318  ,  8.2
《破风》 , 1388  ,  3.3
《分手再说我爱你》 , 1075  ,  7.8
《万物生长》 , 1048  ,  8.7
《简单爱》 , 1110  ,  4.4
《天将雄师》 , 1473  ,  3.9
《冲上云霄》 , 1021  ,  9.5
《一路惊喜》 , 1042  ,  4.3
《浪漫天降》 , 1048  ,  8.4
《万物生长》 , 1191  ,  9.3
《天将雄师》 , 1455  ,  8.8
《坏蛋必须死》 , 1057  ,  7.6
《将错就错》 , 1334  ,  3.6
《前任2：备胎反击战》 , 1213  ,  7.2
《坏蛋必须死》 , 1344  ,  5.0
《分手再说我爱你》 , 1454  ,  7.7
《探灵档案》 , 1447  ,  8.7
《将错就错》 , 1377  ,  8.2
《少年班》 , 1406  ,  8.7
《坏蛋必须死》 , 1013  ,  7.2
《前任2：备胎反击战》 , 1391  ,  7.2
《少年班》 , 1305  ,  3.8
《前任2：备胎反击战》 , 1154  ,  5.9
《紫霞》 , 1453  ,  5.0
《既然青春留不住》 , 1079  ,  3.1
《浪漫天降》 , 1357  ,  3.7
《坏蛋必须死》 , 1122  ,  9.8
《冲上云霄》 , 1324  ,  7.9
《怦然星动》 , 1088  ,  3.1
《既然青春留不住》 , 1129  ,  4.5
《恶棍天使》 , 1322  ,  7.2
《少年班》 , 1098  ,  4.9
《破风》 , 1322  ,  3.2
《前任2：备胎反击战》 , 1386  ,  7.4
《爱情魔发师》 , 1407  ,  3.1
《少年班》 , 1021  ,  4.5
《失孤》 , 1042  ,  7.7
《浪漫天降》 , 1334  ,  7.2
《恶棍天使》 , 1482  ,  8.5
《怦然星动》 , 1252  ,  6.4
《一路惊喜》 , 1418  ,  5.0
《万物生长》 , 1123  ,  4.4
《万物生长》 , 1322  ,  6.4
《一路惊喜》 , 1241  ,  9.1
《一路惊喜》 , 1406  ,  3.8
《失孤》 , 1022  ,  5.7
《恶棍天使》 , 1258  ,  3.9
《少年班》 , 1311  ,  6.1
《万物生长》 , 1068  ,  7.4
《既然青春留不住》 , 1293  ,  5.3
《简单爱》 , 1321  ,  3.1
《怦然星动》 , 1313  ,  5.0
《破风》 , 1125  ,  3.1
《浪漫天降》 , 1313  ,  3.7
《简单爱》 , 1169  ,  7.2
《天将雄师》 , 1116  ,  5.8
《分手再说我爱你》 , 1403  ,  8.2
《简单爱》 , 1305  ,  5.6
《破风》 , 1213  ,  7.4
《爱情魔发师》 , 1344  ,  4.5
《浪漫天降》 , 1252  ,  4.5
《怦然星动》 , 1022  ,  5.1
《坏蛋必须死》 , 1363  ,  4.5
《爱情魔发师》 , 1456  ,  3.4
《冲上云霄》 , 1250  ,  6.4
《闯入者》 , 1162  ,  5.7
《最美的时候遇见你》 , 1482  ,  3.6
《简单爱》 , 1098  ,  9.5
《分手再说我爱你》 , 1378  ,  8.2
《一念天堂》 , 1492  ,  8.5
《探灵档案》 , 1202  ,  3.1
《简单爱》 , 1174  ,  6.0
《既然青春留不住》 , 1158  ,  7.2
《坏蛋必须死》 , 1130  ,  7.0
《将错就错》 , 1252  ,  5.6
《最美的时候遇见你》 , 1001  ,  5.2
《分手再说我爱你》 , 1268  ,  5.7
《天将雄师》 , 1343  ,  7.2
《紫霞》 , 1487  ,  3.8
《少年班》 , 1236  ,  7.6
《紫霞》 , 1195  ,  5.3
《将错就错》 , 1225  ,  7.2
《爱情魔发师》 , 1359  ,  3.7
《前任2：备胎反击战》 , 1316  ,  6.7
《简单爱》 , 1468  ,  5.0
《一念天堂》 , 1080  ,  6.1
《最美的时候遇见你》 , 1456  ,  7.2
《爱情魔发师》 , 1158  ,  4.8
《万物生长》 , 1125  ,  3.7
《恶棍天使》 , 1468  ,  5.0
《冲上云霄》 , 1447  ,  7.3
《坏蛋必须死》 , 1324  ,  5.3
《恶棍天使》 , 1283  ,  4.2
《一念天堂》 , 1085  ,  7.2
《将错就错》 , 1418  ,  4.3
《将错就错》 , 1218  ,  8.8
《简单爱》 , 1302  ,  8.7
《既然青春留不住》 , 1334  ,  7.3
《最美的时候遇见你》 , 1324  ,  4.4
《失孤》 , 1453  ,  8.9
《怦然星动》 , 1162  ,  8.3
《怦然星动》 , 1191  ,  9.1
《浪漫天降》 , 1400  ,  6.4
《一路惊喜》 , 1305  ,  6.4
《一路惊喜》 , 1283  ,  5.9
《浪漫天降》 , 1188  ,  6.4
《失孤》 , 1324  ,  5.0
《冲上云霄》 , 1453  ,  6.4
《将错就错》 , 1236  ,  4.9
《万物生长》 , 1322  ,  8.2
《破风》 , 1359  ,  3.7
《前任2：备胎反击战》 , 1128  ,  6.0
《探灵档案》 , 1110  ,  4.8
《失孤》 , 1343  ,  6.0
《失孤》 , 1080  ,  5.6
《万物生长》 , 1169  ,  3.8
《探灵档案》 , 1389  ,  8.8
《少年班》 , 1084  ,  3.2
《前任2：备胎反击战》 , 1259  ,  9.3
